coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_location;Country
Makwa Kenya AB;94.0;Chicago, Illinois;Nyeri growing region, south-central Kenya;Light;$14.00/12 ounces;62.0;84.0;4,12;14.0;Kenya;Chicago, Illinois;USA
Finca El Guamo Colombia;94.0;Tulsa, Oklahoma;Gaitania, Tolima Department, central Colombia;Medium Light;$15.99/12 ounces;54.0;75.0;4,7;15.99;Colombia;Tulsa, Oklahoma;USA
Kenya Ndaroini AA;94.0;Boulder, Colorado;Nyeri growing region, south-central Kenya;Medium Light;$20.00/12 ounces;54.0;76.0;5,88;20.0;Kenya;Boulder, Colorado;USA
El Salvador Finca Kilimanjaro Natural;94.0;San Diego, California;Santa Ana Department, El Salvador;Medium Light;$35.00/12 ounces;54.0;78.0;10,29;35.0;Salvador;San Diego, California;USA
Kamagogo Kenya;96.0;Madison, Wisconsin;Murang’a Foothills, Aberdare Ridge, Central Province, Kenya;Medium Light;$20.90/12 ounces;53.0;76.0;6,14;45920;Kenya;Madison, Wisconsin;USA
Twisted 4.0 Espresso;94.0;Madison, Wisconsin;Not disclosed;Medium Light;$15.75/12 ounces;53.0;75.0;4,63;15.75;;Madison, Wisconsin;USA
El Salvador Finca Kilimanjaro Cascara Fermentation Aida Batlle;95.0;Topeka, Kansas;Santa Ana Department, El Salvador;Medium;$35.00/12 ounces;50.0;71.0;10,29;35.0;Salvador;Topeka, Kansas;USA
Puna Natural;94.0;Mountain View, Hawaii;Puna District, Big Island of Hawaii;Medium Light;$29.00/10 ounces;54.0;74.0;10,23;29.0;Hawaii;Mountain View, Hawaii;USA
Colombia La Palma Y El Tucan Gesha;94.0;San Diego, California;Cundinamarca Department, central Colombia;Light;;62.0;84.0;;;Colombia;San Diego, California;USA
Bourbon Peaberry;94.0;Holulaloa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$49.95/8 ounces;54.0;80.0;22,02;49.95;Hawaii;Holualoa, Hawaii;USA
Sumatra Boru Batak;94.0;Vancouver, British Columbia, Canada;Lintong growing region, North Sumatra Province, Sumatra, Indonesia;Medium Light;$14.99/12 ounces;54.0;80.0;4,41;14.99;Indonesia;Vancouver, Canada;Canada
Gesha Village Estate Bench Maji Gesha G1;95.0;Boulder, Colorado;Bench-Maji Zone, Southern Ethiopia;Medium Light;$35.00/8 ounces;55.0;78.0;15,43;35.0;Ethiopia;Boulder, Colorado;USA
Bourbon-Barrel-Aged Kenya Baragu;94.0;San Diego, California;Central Kenya;Medium Light;$20.00/8 ounces;55.0;76.0;8,82;20.0;Kenya;San Diego, California;USA
Aged Sumatra Ulos Batak Peaberry;94.0;San Rafael, California;Dolok Sanggul, Lintong growing region, North Sumatra, Indonesia;Medium Light;$18.00/12 ounces;53.0;73.0;5,29;18.0;Indonesia;San Rafael, California;USA
Colombia La Palma and El Tucan Espresso;94.0;Chia-Yi, Taiwan;Cundinamarca Department, central Colombia;Medium Light;NT $500/16 ounces;51.0;72.0;110,23;500.0;Colombia;Chia-Yi, Taiwan;Taiwan
Flight Seasonal Espresso;94.0;Floyd, Virginia;Ethiopia;Medium Light;$14.49/12 ounces;56.0;80.0;4,26;14.49;Ethiopia;Floyd, Virginia;USA
Kenya Kabare AA;96.0;Billings, Montana;South-central Kenya;Medium Light;$14.50/12 ounces;56.0;77.0;4,26;45791;Kenya;Billings, Montana;USA
Gesha, Gesha Village 1931;94.0;Charlottesville, Virginia;Bench-Maji Zone, Southern Ethiopia;Medium Light;$88.00/8 ounces;56.0;77.0;38,8;88.0;Ethiopia;Charlottesville, Virginia;USA
Aricha Yirgacheffe Ethiopia;94.0;Lee, Massachusetts;Yirgacheffe growing region, southern Ethiopia;Medium Light;$19.95/12 ounces;58.0;82.0;5,86;19.95;Ethiopia;Lee, Massachusetts;USA
Guatemala Finca Cappuccino “Echo-Lot” Espresso;95.0;Chia-Yi, Taiwan;Cobán region, Alta Verapaz Department, Guatemala;Medium Light;NT $450/16 ounces;50.0;74.0;99,21;450.0;Guatemala;Chia-Yi, Taiwan;Taiwan
Ethiopia Guji Shakiso Danbi Uddo;94.0;Phoenix, Arizona;Guji Zone, southern Ethiopia;Medium Light;$18.00/12 ounces;56.0;76.0;5,29;18.0;Ethiopia;Phoenix, Arizona;USA
Kenya AA Gura Auction Lot;94.0;Youngstown, Ohio;Central Kenya;Medium Light;$12.75/10 ounces;56.0;76.0;4,5;27729;Kenya;Youngstown, Ohio;USA
100% Kona Bourbon Pointu Laurina;96.0;Holulaloa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$49.95/8 ounces;56.0;76.0;22,02;49.95;Hawaii;Holualoa, Hawaii;USA
Yirgacheffe G1 Idido;95.0;Taichung, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $760/8 ounces;56.0;76.0;335,1;760.0;Ethiopia;Taichung, Taiwan;Taiwan
Yemen Port of Mokha Hayma Microlot;97.0;Boulder, Colorado;Hayma, north-central Yemen;Medium;$85.00/8 ounces;47.0;68.0;37,48;85.0;Yemen;Boulder, Colorado;USA
Edgar Motta Colombia Pink Bourbon;94.0;Denver, Colorado;San Adolfo, Acevedo, Huila Department, Colombia;Medium Light;$19.00/12 ounces;59.0;78.0;5,59;19.0;Colombia;Denver, Colorado;USA
Papua New Guinea PB Kimel Estate;94.0;St. Louis, MIssouri;Waghi Valley, Western Highlands Province, Papua New Guinea;Medium Light;$17.49/16 ounces;56.0;70.0;3,86;17.49;Guinea;St. Louis, Missouri;USA
Panama La Esmeralda Noria Enero Geisha;95.0;Sacramento, California;Boquete growing region, western Panama;Medium Light;$76.00/8 ounces;57.0;83.0;33,51;76.0;Panama;Sacramento, California;USA
Rwanda Bufcafe;95.0;Madison, Wisconsin;Nyamagabe district, Southern Province,Rwanda;Medium Light;$17.25/12 ounces;54.0;78.0;5,07;17.25;Rwanda;Madison, Wisconsin;USA
Ethiopia Queen Sheba Natural Yirgacheffe Phoenix Special;94.0;Taoyuan City, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $1500/16 ounces;54.0;76.0;330,7;1500.0;Ethiopia;Taoyuan, Taiwan;Taiwan
Ulos Batak Sumatra Peaberry;97.0;Madison, Wisconsin;Northern Sumatra, Indonesia;Medium Light;$18.60/12 ounces;57.0;76.0;5,47;45826;Indonesia;Madison, Wisconsin;USA
Bernachon High-Level Espresso;94.0;New Taipei City, Taiwan;"Brazil; Mandheling, Sumatra; Guatemala; Ethiopia";Medium;RMB $100.00/454 grams;50.0;64.0;22,03;;Ethiopia;New Taipei, Taiwan;Taiwan
Mora Negra Geisha Hartmann Farm;95.0;Charlottesville, Virginia;Chiriqui Province, far western Panama;Medium Light;$29.00/8 ounces;56.0;78.0;12,79;29.0;Panama;Charlottesville, Virginia;USA
Gori Gesha Forest;95.0;Charlottesville, Virginia;Bench-Maji Zone, western Ethiopia;Medium Light;$35.00/8 ounces;54.0;74.0;15,43;35.0;Ethiopia;Charlottesville, Virginia;USA
Ethiopia Natural Hambela Buku;94.0;Chia-Yi, Taiwan;Hambela Wamena District, Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$19.00/16 ounces;58.0;78.0;4,19;19.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Panama Camilina Natural Geisha;94.0;Los Angeles, California;Piedra Candela, Chiriqui Province, far western Panama;Medium Light;$49.95/8 ounces;58.0;78.0;22,02;49.95;Panama;Los Angeles, California;USA
Kenya Nyeri Thageini Peaberry;94.0;Seattle, Washington;Nyeri growing region, south-central Kenya;Medium Light;$19.50/12 ounces;52.0;71.0;5,73;45796;Kenya;Seattle, Washington;USA
Single-Origin Nitro;95.0;Madison, Wisconsin;Ethiopia;Light;$3.49/12 ounces;;;1,03;17958;Ethiopia;Madison, Wisconsin;USA
Hawaii Kilauea Volcano Nano-Lot;96.0;Ramsey, Minnesota;Puna District, “Big Island” of Hawaii;Medium Light;$24.00/4 ounces;59.0;82.0;21,16;24.0;Hawaii;Ramsey, Minnesota;USA
Ethiopia Charbanta Natural;95.0;Driftless, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.00/12 ounces;60.0;80.0;5,29;18.0;Ethiopia;Driftless, Wisconsin;USA
Panama Don Julian Pacamara;95.0;Branford, Connecticut;Boquete growing region, western Panama;Light;$49.99/16 ounces;65.0;82.0;11,02;49.99;Panama;Branford, Connecticut;USA
Esmeralda Noria Natural;95.0;Topeka, Kansas;Boquete growing region, western Panama;Medium Light;$47.50/8 ounces;58.0;78.0;20,94;47.5;Panama;Topeka, Kansas;USA
Miami Winter Holiday Blend;94.0;Miami, Florida;"Ethiopia; Kenya";Light;$20.00/8 ounces;62.0;84.0;8,82;20.0;Kenya;Miami, Florida;USA
Duncan Estate Panamanian Gesha;94.0;Ashland, Oregon;Boquete growing region, western Panama;Light;$32.00/8 ounces;66.0;82.0;14,11;32.0;Panama;Ashland, Oregon;USA
The Jungle;94.0;Taoyuan City, Taiwan;"Costa Rica; Mexico";Medium Dark;NT $1000/16 ounces;43.0;52.0;220,46;1000.0;Mexico;Taoyuan, Taiwan;Taiwan
Ethiopia Yirgacheffe;94.0;San Francisco, California;Yirgacheffe growing region, southern Ethiopia;Light;$17.00/250 grams;63.0;84.0;6,8;0.599647266313933;Ethiopia;San Francisco, California;USA
Ethiopia Washed Yirgacheffe “Paradise” Espresso;95.0;Taoyuan City, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium;NT $1400/16 ounces;47.0;70.0;308,65;1400.0;Ethiopia;Taoyuan, Taiwan;Taiwan
Kenya Lenana;94.0;Newport Beach, California;South-central Kenya;Medium;$16.25/12 ounces;52.0;64.0;4,78;16.25;Kenya;Newport Beach, California;USA
“Mini-Me” Washed Yirgacheffe;95.0;Taoyuan City, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $1300/16 ounces;52.0;74.0;286,6;1300.0;Ethiopia;Taoyuan, Taiwan;Taiwan
Kenya Guama Peaberry;97.0;San Diego, California;South-central Kenya;Medium Light;$23.99/12 ounces;56.0;78.0;7,05;23.99;Kenya;San Diego, California;USA
Sumatra Tano Batak;95.0;San Diego, California;Lintong growing region, northern Sumatra, Indonesia;Medium Light;$20.99/12 ounces;55.0;77.0;6,17;20.99;Indonesia;San Diego, California;USA
Los Congos Pacamara Natural;94.0;Boulder, Colorado;Nueva Segovia Department, Nicaragua;Medium Light;$20.00/12 ounces;60.0;76.0;5,88;20.0;Nicaragua;Boulder, Colorado;USA
Kibugu Kenya;94.0;Lexington, Virginia;Kiambu County, south-central Kenya;Medium Light;$17.95/12 ounces;60.0;78.0;5,28;17.95;Kenya;Lexington, Virginia;USA
Granja La Esperanza Colombia;94.0;Chicago, Illinois;Valle del Cauca growing region, Colombia;Medium Light;$24.00/12 ounces;56.0;78.0;7,05;24.0;Colombia;Chicago, Illinois;USA
Mokka;95.0;Holulaloa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$39.95/8 ounces;54.0;76.0;17,61;39.95;Hawaii;Holualoa, Hawaii;USA
Kenya Gathugu;95.0;Lee, Massachusetts;Nyeri growing region, south-central Kenya;Medium Light;$17.95/12 ounces;60.0;80.0;5,28;17.95;Kenya;Lee, Massachusetts;USA
Pacamara Finca Los Planes El Salvador;94.0;Topeka, Kansas;Chalatenango, El Salvador;Medium Light;$19.50/12 ounces;55.0;78.0;5,73;45796;Salvador;Topeka, Kansas;USA
Kenya Karindundu;95.0;Floyd, Virginia;Nyeri growing region, south-central Kenya;Medium Light;$17.99/12 ounces;56.0;78.0;5,29;17.99;Kenya;Floyd, Virginia;USA
Panama Finca Las Brujas Geisha Natural;96.0;Sacramento, California;Boquete growing region, western Panama;Medium Light;$50.00/8 ounces;57.0;80.0;22,05;50.0;Panama;Sacramento, California;USA
P.r.o. Coffee Ethiopia Yirgacheffe;95.0;Shanghai, China;Yirgacheffe growing region, southern Ethiopia;Medium Light;RMB $120.00/227 grams;56.0;78.0;52,86;;Ethiopia;Shanghai, China;China
Gichichi Peaberry Kenya;94.0;Tulsa, Oklahoma;Nyeri growing region, south-central Kenya;Medium Light;$15.99/12 ounces;57.0;77.0;4,7;15.99;Kenya;Tulsa, Oklahoma;USA
Blade Runner Blend;95.0;Newtown, Sydney, Australia;"Kenya; Ethiopia; Brazil";Medium Light;AUD $16.00/250 grams;56.0;82.0;6,4;;Brazil;Newtown, Australia;Australia
Laura’s Reserve SL-28;96.0;Holulaloa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$44.95/8 ounces;56.0;82.0;19,82;44.95;Hawaii;Holualoa, Hawaii;USA
Panama Finca Mama Cata Microlot Tona;94.0;Topeka, Kansas;Alto Quiel, Boquete growing region, western Panama;Light;$22.50/12 ounces;58.0;84.0;6,61;45799;Panama;Topeka, Kansas;USA
Mr. David Mburu Kenya;96.0;Portland, Oregon;Kiambu County, south-central Kenya;Medium Light;$15.00/250 grams;56.0;78.0;6;0.5291005291005291;Kenya;Portland, Oregon;USA
Meaza Ethiopia;95.0;Portland, Oregon;Borena Zone, Yirgacheffe growing region, southern Ethiopia;Medium Light;$15.00/250 grams;54.0;74.0;6;0.5291005291005291;Ethiopia;Portland, Oregon;USA
Costa Rica Finca Chispirta;94.0;Duluth, Minnesota;Central Valley, Costa Rica;Medium Light;$25.00/8 ounces;54.0;68.0;11,02;25.0;Rica;Duluth, Minnesota;USA
Las Lajas Perla Negra Natural;94.0;Denver, Colorado;Central Valley, Costa Rica;Medium Light;$22.00/12 ounces;52.0;70.0;6,47;22.0;Rica;Denver, Colorado;USA
Ninety Plus Silvia Solkiln N2;96.0;Taipei City, Taiwan;Volcan growing region, Panama;Medium;NT $2616/227 grams;45.0;58.0;1152,42;92.27513227513226;Panama;Taipei, Taiwan;Taiwan
P.R.O. Special Blended Coffee;94.0;Taipei City, Taiwan;"Panama; Brazil; Indonesia; Costa Rica";Medium Dark;NT $1156/227 grams;44.0;54.0;509,25;40.77601410934744;Rica;Taipei, Taiwan;Taiwan
Ethiopia Natural Yirgacheffe Gedeb G1 Lot 118;94.0;Chia-Yi, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;$21.00/16 ounces;58.0;80.0;4,63;21.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Kenya Karatu;94.0;Austin, Texas;Thika growing region, central Kenya;Medium Light;$18.00/12 ounces;57.0;78.0;5,29;18.0;Kenya;Austin, Texas;USA
Ethiopia Gedeb Natural;94.0;Fort Lauderdale, Florida;Yirgacheffe growing region, southern Ethiopia;Medium Light;$17.00/12 ounces;58.0;77.0;5;17.0;Ethiopia;Fort Lauderdale, Florida;USA
Sumatra Tano Batak;95.0;Newport Beach, California;Lintong growing region, North Sumatra Province, Sumatra, Indonesia;Medium;$15.25/12 ounces;51.0;62.0;4,48;15.25;Indonesia;Newport Beach, California;USA
Kenya Gathiruini;95.0;Washington, DC;Kiambu County, south-central Kenya;Medium Light;$25.00/12 ounces;56.0;78.0;7,35;25.0;Kenya;Washington, D.C.;USA
Kenya Thageini;96.0;San Diego, California;South-central Kenya;Light;$20.99/12 ounces;58.0;84.0;6,17;20.99;Kenya;San Diego, California;USA
Kenya Gatomboya Peaberry;96.0;Ramsey, Minnesota;Nyeri growing region, south-central Kenya;Medium Light;$18.95/12 ounces;55.0;74.0;5,57;18.95;Kenya;Ramsey, Minnesota;USA
Elida Natural Dragonfly Lot;94.0;Boulder, Colorado;Boquete growing region, western Panama;Medium Light;$18.00/12 ounces;55.0;75.0;5,29;18.0;Panama;Boulder, Colorado;USA
Worka Ethiopia;95.0;Madison, Wisconsin;Yirgacheffe growing region, south-central Ethiopia;Medium Light;$18.75/12 ounces;58.0;78.0;5,51;18.75;Ethiopia;Madison, Wisconsin;USA
Indonesia Sumatra Tano Batak;94.0;San Diego, California;Lintong growing region, northern Sumatra, Indonesia;Medium Light;$20.99/12 ounces;52.0;74.0;6,17;20.99;Indonesia;San Diego, California;USA
Ethiopia Hambela Washed;94.0;Floyd, Virginia;Hambela Wamena District, Guji Zone, Oromia Region, southern Ethiopia;Light;$16.00/12 ounces;65.0;78.0;4,7;16.0;Ethiopia;Floyd, Virginia;USA
Kenya Muranga Gondo AA;96.0;Chia-Yi, Taiwan;Murang’a County, central Kenya;Medium Light;$22.00/16 ounces;56.0;80.0;4,85;22.0;Kenya;Chia-Yi, Taiwan;Taiwan
Kenya Small-Lot Reserve Karatina AA;95.0;Boulder, Colorado;Nyeri growing region, south-central Kenya;Medium Light;$18.00/12 ounces;56.0;78.0;5,29;18.0;Kenya;Boulder, Colorado;USA
Washed Yirgacheffe Aramo Alemayehu Berhanu;95.0;Chia-Yi, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;$19.00/16 ounces;56.0;78.0;4,19;19.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Kenya Nyeri Gathugu;94.0;Burlington, Vermont;Nyeri growing region, south-central Kenya;Medium Light;$15.00/12 ounces;54.0;75.0;4,41;15.0;Kenya;Burlington, Vermont;USA
Ethiopia Yirgacheffe Chelelektu;94.0;Taichung City, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Light;NT $5800/8 ounces;69.0;84.0;2557,32;5800.0;Ethiopia;Taichung, Taiwan;Taiwan
Passport Collection Kenya Ichamara;94.0;Tequesta, Florida;Nyeri growing region, south-central Kenya;Medium Light;$16.00/12 ounces;54.0;73.0;4,7;16.0;Kenya;Tequesta, Florida;USA
Ethiopia Limu Natural No. 701;94.0;Tequesta, Florida;Limu Woreda, southwest Ethiopia;Medium Light;$16.50/12 ounces;57.0;80.0;4,85;45793;Ethiopia;Tequesta, Florida;USA
Ethiopia Yirgacheffe YCFCU Idido;94.0;YiLan, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $580/227 grams;52.0;76.0;255,51;20.458553791887123;Ethiopia;YiLan, Taiwan;Taiwan
Sumatra Black Panther;94.0;Yongin-Si, South Korea;Pondok, Aceh Province, northern Sumatra, Indonesia;Medium;KRW $10,000/250 grams;50.0;69.0;4;;Indonesia;Yongin-Si, South Korea;South Korea
Sumatra Lintong Mutu Batak;94.0;Los Angeles, California;Lintong growing region, North Sumatra Province, Indonesia;Medium Light;$14.50/12 ounces;54.0;74.0;4,26;45791;Indonesia;Los Angeles, California;USA
Amaro Gayo Natural Ethiopia;94.0;Sacramento, California;Amaro Mountains, Sidama (also Sidamo) growing area, southern Ethiopia;Light;$17.95/12 ounces;58.0;90.0;5,28;17.95;Ethiopia;Sacramento, California;USA
Ardi Ethiopia Natural;94.0;Tulsa, Oklahoma;Sidama (also Sidamo) growing region, southern Ethiopia;Medium Light;$15.99/12 ounces;54.0;79.0;4,7;15.99;Ethiopia;Tulsa, Oklahoma;USA
Deri Kochoha Espresso;96.0;Madison, Wisconsin;Sidamo (also Sidama) growing region, southern Ethiopia;Medium Light;$16.80/12 ounces;56.0;78.0;4,94;45885;Ethiopia;Madison, Wisconsin;USA
Camilina Geisha Auromar Natural;95.0;Boulder, Colorado;Piedra Candela, Chiriqui Province, far western Panama;Light;$49.50/8 ounces;58.0;84.0;21,83;49.5;Panama;Boulder, Colorado;USA
ManLao River Ethiopia Yirgacheffe Dry Process Gedeb Asasa;94.0;Pu'Er Yunnan Province, China;Gedeb District, Yirgacheffe growing region, southern Ethiopia;Medium Light;RMB $75.00/150 grams;54.0;78.0;50;;Ethiopia;Pu’Er, China;China
Deri Kochoha Ethiopia;94.0;Madison, Wisconsin;Sidama (also Sidamo) growing region, southern Ethiopia;Medium Light;$16.80/12 ounces;56.0;80.0;4,94;45885;Ethiopia;Madison, Wisconsin;USA
Cachajinas Guatemala Huehuetenango;94.0;Lee, Massachusetts;Huehuetenango Department, Guatemala;Medium Light;$17.95/12 ounces;56.0;80.0;5,28;17.95;Guatemala;Lee, Massachusetts;USA
Ethiopia Yirgacheffe Goro;94.0;Newtown, Sydney, Australia;Yirgacheffe growing region, south-central Ethiopia;Medium Light;AUD $16.00/250 grams;54.0;76.0;6,4;;Ethiopia;Newtown, Australia;Australia
El Obraje Geisha;95.0;Boulder, Colorado;Nariño Department, southern Colombia;Medium Light;$32.00/12 ounces;50.0;73.0;9,41;32.0;Colombia;Boulder, Colorado;USA
Ethiopia Yirgacheffe Reko;96.0;Sacramento, California;Kochere, Yirgacheffe growing region, southern Ethiopia;Medium Light;$19.50/12 ounces;54.0;76.0;5,73;45796;Ethiopia;Sacramento, California;USA
Costa Rica Alberto Guardia Bourbon Natural;95.0;Sacramento, California;Central Valley, Costa Rica;Medium Light;$20.50/12 ounces;60.0;80.0;6,03;45797;Rica;Sacramento, California;USA
Colombia San Adolfo;94.0;Floyd, Virginia;San Adolfo, Acevedo, Huila Department, Colombia;Light;$17.00/12 ounces;65.0;81.0;5;17.0;Colombia;Floyd, Virginia;USA
Laura’s Reserve SL-28;94.0;Holulaloa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$39.95/8 ounces;58.0;83.0;17,61;39.95;Hawaii;Holualoa, Hawaii;USA
Brazil Estancia Telese;94.0;Billings, Montana;Mantiqueira de Minas growing region, Minas Gerais State, Brazil;Light;$13.25/12 ounces;66.0;83.0;3,89;13.25;Brazil;Billings, Montana;USA
Brazil Fazenda Passeio Natural;94.0;Branford, Connecticut;Carmo de Minas growing region, Minas Gerais State, Brazil;Medium Light;$13.99/16 ounces;55.0;81.0;3,08;13.99;Brazil;Branford, Connecticut;USA
Kenya Nyeri Gatugi AA;94.0;Chia-Yi, Taiwan;Nyeri growing region, south-central Kenya;Light;$500 NTD/16 ounces;60.0;84.0;110,23;;Kenya;Chia-Yi, Taiwan;Taiwan
Panama La Esmeralda Bosque Geisha;95.0;San Diego, California;Boquete growing region, western Panama;Medium Light;$50.00/8 ounces;53.0;80.0;22,05;50.0;Panama;San Diego, California;USA
Ethiopia Yirgacheffe Kebele Kochore;94.0;San Diego, California;Yirgacheffe growing region, southern Ethiopia;Medium Light;$28.00/16 ounces;48.0;78.0;6,17;28.0;Ethiopia;San Diego, California;USA
El Sitio Ecuador;94.0;Lexington, Virginia;Pichincha growing region, northern Ecuador;Medium Light;$18.95/12 ounces;52.0;80.0;5,57;18.95;Ecuador;Lexington, Virginia;USA
Harfusa Espresso;94.0;Madison, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Medium Light;$17.80/12 ounces;57.0;84.0;5,23;45886;Ethiopia;Madison, Wisconsin;USA
SOPACDI Congo;94.0;Lexington, Virginia;Kalehe, South Kivu Province, Democratic Republic of the Congo;Medium Light;$17.95/12 ounces;54.0;74.0;5,28;17.95;Congo;Lexington, Virginia;USA
Reserve Panama Geisha Hacienda La Esmeralda;95.0;Chicago, Illinois;Boquete growing region, western Panama;Medium Light;$53.00/8 ounces;54.0;86.0;23,37;53.0;Panama;Chicago, Illinois;USA
Competition Blend;94.0;Floyd, Virginia;Yirgacheffe growing region, southern Ethiopia;Light;$16.99/12 ounces;62.0;84.0;4,99;16.99;Ethiopia;Floyd, Virginia;USA
Bean Brain Reserve Suke Quto Ethiopia Sidamo Espresso;94.0;San Diego, California;Guji Zone, Oromia Region, Sidamo growing region, south-central Ethiopia;Medium Light;$19.00/12 ounces;60.0;80.0;5,59;19.0;Ethiopia;San Diego, California;USA
Hambela Ethiopia;96.0;Lee, Massachusetts;Hambela Wamena District, Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$17.45/12 ounces;57.0;82.0;5,13;17.45;Ethiopia;Lee, Massachusetts;USA
Drima Zede Ethiopia;94.0;Suzhou, China;Yirgacheffe growing region, southern Ethiopia;Medium Light;CNY $90/227 grams;57.0;82.0;39,65;;Ethiopia;Suzhou, China;China
Ecuador Juan Peña;94.0;San Francisco, California;Saraguru growing region, southern Ecuador;Light;$20.00/250 grams;64.0;78.0;8;0.7054673721340388;Ecuador;San Francisco, California;USA
Kenya Othaya Peaberry;94.0;New Orleans, Louisiana;Nyeri growing region, central Kenya;Medium Light;$14.75/12 ounces;55.0;80.0;4,34;14.75;Kenya;New Orleans, Louisiana;USA
Organic Ethiopia Aramo Natural;94.0;Driftless, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Light;$17.75/12 ounces;64.0;84.0;5,22;17.75;Ethiopia;Driftless, Wisconsin;USA
Love Shack (Kenya);94.0;Post Falls, Idaho;Kenya;Medium Light;$17.50/12 ounces;54.0;78.0;5,14;45794;Kenya;Post Falls, Idaho;USA
100% Kona Bourbon Pointu Laurina;94.0;Holulaloa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$34.95/8 ounces;56.0;78.0;15,41;34.95;Hawaii;Holualoa, Hawaii;USA
Costa Rica Alberto Guardia Venecia Natural;95.0;Sacramento, California;Central Valley, Costa Rica;Light;$18.50/12 ounces;60.0;82.0;5,44;45795;Rica;Sacramento, California;USA
Adame Gorbota Espresso;95.0;Madison, Wisconsin;Yirgacheffe growing region, south-central Ethiopia;Medium Light;$17.50/12 ounces;56.0;72.0;5,14;45794;Ethiopia;Madison, Wisconsin;USA
El Aguila Pacamara Espresso;94.0;Santa Ana growing region, El Salvador;Santa Ana growing region, El Salvador;Medium Light;$15.75/12 ounces;60.0;80.0;4,63;15.75;Salvador;Santa Ana, El Salvador;El Salvador
Ethiopia Natural Yirgacheffe Banko Gutiti Coop;95.0;Chia-Yi, Taiwan;Kochere, Yirgacheffe growing region, south-central Ethiopia;Light;NT $600/16 ounces;62.0;84.0;132,28;600.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Ethiopia Natural Sidamo Guji Shakisso;94.0;Chia-Yi, Taiwan;Sidama (also Sidamo) growing region, southern Ethiopia;Medium Light;NT $500/16 ounces;53.0;81.0;110,23;500.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Colombia Granja La Esperanza Las Margaritas Sudan Rume;95.0;Topeka, Kansas;Valle del Cauca growing region, Colombia;Medium Light;$35.00/8 ounces;52.0;78.0;15,43;35.0;Colombia;Topeka, Kansas;USA
Adame Gorbota Ethiopia;94.0;Madison, Wisconsin;Yirgacheffe growing region, south-central Ethiopia;Medium Light;$17.50/12 ounces;54.0;82.0;5,14;45794;Ethiopia;Madison, Wisconsin;USA
Ethiopia Yirgacheffe Adado;94.0;Bedford, New Hampshire;Yirgacheffe growing region, southern Ethiopia;Medium Light;$15.50/12 ounces;55.0;78.0;4,56;45792;Ethiopia;Bedford, New Hampshire;USA
Panama Ratibor Hartmann Natural;95.0;Sacramento, California;Santa Clara, Piedra Candela, Volcan growing region, western Panama;Medium Light;$17.50/12 ounces;58.0;80.0;5,14;45794;Panama;Sacramento, California;USA
Kenya AA Nyeri Tambaya;94.0;Floyd, Virginia;Nyeri growing region, south-central Kenya;Light;$15.49/12 ounces;60.0;84.0;4,55;15.49;Kenya;Floyd, Virginia;USA
Costa Rica Las Lajas Red Honey;94.0;Floyd, Virginia;Sabanilla de Alajuela growing region, Costa Rica;Medium Light;$16.49/12 ounces;53.0;77.0;4,85;16.49;Rica;Floyd, Virginia;USA
Bernachon Panama Geisha;95.0;Taipei, Taiwan;Boquete growing region, western Panama;Medium Light;NT $2800/454 grams;60.0;76.0;616,74;98.76543209876543;Panama;Taipei, Taiwan;Taiwan
Panama La Esmeralda Geisha Bosque Natural;97.0;Sacramento, California;Boquete growing region, western Panama;Medium Light;$62.00/8 ounces;59.0;82.0;27,34;62.0;Panama;Sacramento, California;USA
Harfusa Ethiopia Yirgacheffe Fair Trade Organic;95.0;Madison, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Medium Light;$17.80/12 ounces;54.0;76.0;5,23;45886;Ethiopia;Madison, Wisconsin;USA
